,t_99,t_98,t_97,t_96,t_95,t_94,t_93,t_92,t_91,t_90,t_89,t_88,t_87,t_86,t_85,t_84,t_83,t_82,t_81,t_80,t_79,t_78,t_77,t_76,t_75,t_74,t_73,t_72,t_71,t_70,t_69,t_68,t_67,t_66,t_65,t_64,t_63,t_62,t_61,t_60,t_59,t_58,t_57,t_56,t_55,t_54,t_53,t_52,t_51,t_50,t_49,t_48,t_47,t_46,t_45,t_44,t_43,t_42,t_41,t_40,t_39,t_38,t_37,t_36,t_35,t_34,t_33,t_32,t_31,t_30,t_29,t_28,t_27,t_26,t_25,t_24,t_23,t_22,t_21,t_20,t_19,t_18,t_17,t_16,t_15,t_14,t_13,t_12,t_11,t_10,t_9,t_8,t_7,t_6,t_5,t_4,t_3,t_2,t_1,t_0
t_49,1.308984375,1.3076171875,1.3056640625,1.3001953125,1.2955078125,1.290625,1.287890625,1.28359375,1.2779296875,1.2748046875,1.2708984375,1.2671875,1.26328125,1.259375,1.254296875,1.25,1.2466796875,1.2423828125,1.23671875,1.2337890625,1.2265625,1.2205078125,1.212109375,1.2044921875,1.1951171875,1.18515625,1.1744140625,1.1638671875,1.151171875,1.1365234375,1.1224609375,1.1068359375,1.09140625,1.0744140625,1.0591796875,1.0396484375,1.020703125,0.9986328125,0.9740234375,0.9470703125,0.91796875,0.8884765625,0.85234375,0.8150390625,0.77197265625,0.72353515625,0.6654296875,0.59326171875,0.50087890625,0.36943359375,0.0,0.364697265625,0.49111328125,0.58271484375,0.65029296875,0.7080078125,0.752734375,0.793359375,0.827734375,0.8578125,0.8806640625,0.90625,0.926171875,0.9455078125,0.9634765625,0.978125,0.993359375,1.008203125,1.02265625,1.034375,1.043359375,1.053125,1.062109375,1.0701171875,1.0787109375,1.0859375,1.092578125,1.098046875,1.1044921875,1.108984375,1.1134765625,1.1181640625,1.1228515625,1.1275390625,1.1314453125,1.135546875,1.1396484375,1.143359375,1.1478515625,1.15078125,1.154296875,1.1572265625,1.16015625,1.16328125,1.166796875,1.169921875,1.173046875,1.176953125,1.18125,1.1869140625
t_48,1.313671875,1.3125,1.3109375,1.3056640625,1.30078125,1.296484375,1.2935546875,1.2900390625,1.2849609375,1.2818359375,1.2779296875,1.2744140625,1.2708984375,1.2671875,1.2625,1.2583984375,1.255078125,1.2513671875,1.2466796875,1.243359375,1.23671875,1.2314453125,1.223046875,1.2162109375,1.2072265625,1.197265625,1.1873046875,1.1775390625,1.165625,1.1517578125,1.1380859375,1.123046875,1.1087890625,1.09296875,1.0787109375,1.059765625,1.0419921875,1.021484375,0.9984375,0.9736328125,0.9462890625,0.91875,0.8853515625,0.851171875,0.8125,0.77021484375,0.72060546875,0.662109375,0.5900390625,0.4986328125,0.364697265625,0.0,0.36279296875,0.49306640625,0.5806640625,0.64931640625,0.70244140625,0.748828125,0.78779296875,0.822265625,0.8484375,0.8755859375,0.8978515625,0.9185546875,0.93828125,0.9541015625,0.97109375,0.98671875,1.0017578125,1.014453125,1.0240234375,1.034765625,1.0443359375,1.053125,1.0619140625,1.069921875,1.0765625,1.0830078125,1.0896484375,1.0951171875,1.0998046875,1.1046875,1.109765625,1.1146484375,1.119140625,1.1232421875,1.1275390625,1.131640625,1.1359375,1.1392578125,1.1427734375,1.1458984375,1.1490234375,1.1525390625,1.1560546875,1.1595703125,1.1626953125,1.1669921875,1.171484375,1.177734375
t_47,1.31796875,1.316796875,1.3154296875,1.3103515625,1.30546875,1.3015625,1.298828125,1.2953125,1.290234375,1.2873046875,1.28359375,1.2802734375,1.276953125,1.2734375,1.269140625,1.265234375,1.2626953125,1.2591796875,1.254296875,1.2517578125,1.2458984375,1.240625,1.2330078125,1.226171875,1.21796875,1.208984375,1.19921875,1.189453125,1.17890625,1.1662109375,1.1529296875,1.1384765625,1.1244140625,1.108984375,1.09609375,1.0783203125,1.0615234375,1.0423828125,1.0205078125,0.997265625,0.97109375,0.9455078125,0.9146484375,0.883203125,0.8486328125,0.8115234375,0.7666015625,0.71669921875,0.65615234375,0.58408203125,0.49111328125,0.36279296875,0.0,0.363134765625,0.48974609375,0.57744140625,0.6423828125,0.69716796875,0.74208984375,0.77998046875,0.80966796875,0.8400390625,0.86484375,0.8873046875,0.908203125,0.926171875,0.9439453125,0.9611328125,0.9771484375,0.991015625,1.0015625,1.0130859375,1.0234375,1.0330078125,1.0423828125,1.051171875,1.0580078125,1.0650390625,1.071875,1.0775390625,1.0830078125,1.087890625,1.0935546875,1.098828125,1.103125,1.1078125,1.112109375,1.11640625,1.12109375,1.125,1.1287109375,1.1318359375,1.1353515625,1.1388671875,1.142578125,1.1462890625,1.15,1.1541015625,1.158984375,1.165625
t_46,1.3234375,1.3220703125,1.320703125,1.3158203125,1.3115234375,1.3076171875,1.3048828125,1.3017578125,1.2966796875,1.29375,1.290234375,1.28671875,1.28359375,1.28046875,1.2765625,1.2728515625,1.2705078125,1.266796875,1.262890625,1.26015625,1.2546875,1.2498046875,1.24296875,1.23671875,1.22890625,1.2201171875,1.2107421875,1.201953125,1.19140625,1.1794921875,1.16640625,1.1529296875,1.139453125,1.1248046875,1.1119140625,1.0955078125,1.0796875,1.06171875,1.041015625,1.0185546875,0.9947265625,0.9708984375,0.94296875,0.914453125,0.8828125,0.8486328125,0.80888671875,0.76455078125,0.71220703125,0.65283203125,0.58271484375,0.49306640625,0.363134765625,0.0,0.360888671875,0.4865234375,0.5708984375,0.637109375,0.6908203125,0.73466796875,0.768359375,0.80224609375,0.83046875,0.85546875,0.878515625,0.8978515625,0.9171875,0.9353515625,0.9525390625,0.9681640625,0.9794921875,0.991796875,1.0029296875,1.012890625,1.0224609375,1.031640625,1.03984375,1.047265625,1.054296875,1.0607421875,1.0662109375,1.0720703125,1.0779296875,1.0837890625,1.0884765625,1.09296875,1.09765625,1.1021484375,1.106640625,1.110546875,1.114453125,1.1181640625,1.121484375,1.1251953125,1.129296875,1.133203125,1.1369140625,1.1416015625,1.1470703125,1.15390625
t_45,1.32734375,1.3263671875,1.325,1.3201171875,1.316015625,1.3123046875,1.309765625,1.306640625,1.3021484375,1.2990234375,1.295703125,1.292578125,1.2900390625,1.2869140625,1.2830078125,1.2796875,1.27734375,1.27421875,1.2705078125,1.26796875,1.262890625,1.2576171875,1.2509765625,1.244921875,1.2380859375,1.230078125,1.2212890625,1.2123046875,1.2025390625,1.191015625,1.178515625,1.1654296875,1.1525390625,1.13828125,1.1263671875,1.110546875,1.0951171875,1.0779296875,1.0583984375,1.0373046875,1.0150390625,0.9923828125,0.9662109375,0.9400390625,0.9111328125,0.8796875,0.8439453125,0.8048828125,0.75849609375,0.70810546875,0.65029296875,0.5806640625,0.48974609375,0.360888671875,0.0,0.35654296875,0.48037109375,0.5673828125,0.6318359375,0.68505859375,0.72431640625,0.7626953125,0.794140625,0.821875,0.8470703125,0.868359375,0.8896484375,0.909375,0.9275390625,0.9439453125,0.95625,0.96953125,0.9814453125,0.9919921875,1.0029296875,1.0123046875,1.020703125,1.02890625,1.03671875,1.04296875,1.04921875,1.0552734375,1.06171875,1.0677734375,1.0728515625,1.0779296875,1.082421875,1.087109375,1.0919921875,1.09609375,1.100390625,1.104296875,1.1080078125,1.1119140625,1.116015625,1.1203125,1.1244140625,1.1294921875,1.134765625,1.1423828125
t_44,1.3314453125,1.3302734375,1.3291015625,1.324609375,1.3203125,1.3169921875,1.31484375,1.3115234375,1.306640625,1.3041015625,1.3005859375,1.2974609375,1.2951171875,1.2919921875,1.288671875,1.285546875,1.283203125,1.28046875,1.2767578125,1.2744140625,1.2697265625,1.2654296875,1.259375,1.25390625,1.247265625,1.239453125,1.23125,1.2232421875,1.2134765625,1.203125,1.191015625,1.17890625,1.1662109375,1.153125,1.1412109375,1.1263671875,1.112109375,1.0953125,1.0771484375,1.05703125,1.036328125,1.01484375,0.990625,0.96640625,0.93984375,0.910546875,0.878125,0.8427734375,0.80068359375,0.7564453125,0.7080078125,0.64931640625,0.57744140625,0.4865234375,0.35654296875,0.0,0.35126953125,0.47568359375,0.55966796875,0.62451171875,0.6720703125,0.71806640625,0.7537109375,0.78515625,0.8130859375,0.83671875,0.8595703125,0.880859375,0.90078125,0.918359375,0.93203125,0.945703125,0.958203125,0.9703125,0.9818359375,0.9921875,1.0013671875,1.009765625,1.01796875,1.0248046875,1.0314453125,1.0384765625,1.04453125,1.0509765625,1.0564453125,1.0619140625,1.066796875,1.0720703125,1.0775390625,1.08125,1.0857421875,1.0900390625,1.0935546875,1.0978515625,1.10234375,1.1068359375,1.1111328125,1.1166015625,1.122265625,1.130078125
t_43,1.33515625,1.333984375,1.3328125,1.3287109375,1.3244140625,1.320703125,1.3185546875,1.3154296875,1.3111328125,1.30859375,1.305078125,1.30234375,1.300390625,1.29765625,1.294140625,1.2912109375,1.2892578125,1.287109375,1.283203125,1.28125,1.2765625,1.2728515625,1.26640625,1.261328125,1.25546875,1.2478515625,1.23984375,1.232421875,1.223046875,1.2126953125,1.2013671875,1.1892578125,1.177734375,1.165234375,1.15390625,1.1396484375,1.12578125,1.1103515625,1.0931640625,1.0736328125,1.054296875,1.034375,1.011328125,0.98828125,0.9634765625,0.9361328125,0.9056640625,0.87421875,0.8359375,0.79541015625,0.752734375,0.70244140625,0.6423828125,0.5708984375,0.48037109375,0.35126953125,0.0,0.347607421875,0.4708984375,0.5564453125,0.6150390625,0.66875,0.70966796875,0.74609375,0.77734375,0.8033203125,0.8283203125,0.8515625,0.8732421875,0.8927734375,0.907421875,0.9216796875,0.9349609375,0.9478515625,0.9603515625,0.971484375,0.9818359375,0.990625,0.999609375,1.0068359375,1.0134765625,1.020703125,1.0279296875,1.0345703125,1.040625,1.04609375,1.0513671875,1.056640625,1.0625,1.0662109375,1.0708984375,1.0751953125,1.0791015625,1.0837890625,1.0884765625,1.093359375,1.098046875,1.103515625,1.1095703125,1.1181640625
t_42,1.3396484375,1.3388671875,1.3376953125,1.33359375,1.3298828125,1.3263671875,1.32421875,1.3212890625,1.3169921875,1.3142578125,1.3115234375,1.30859375,1.30703125,1.304296875,1.3009765625,1.2984375,1.296484375,1.29453125,1.2908203125,1.2892578125,1.284765625,1.2810546875,1.2751953125,1.269921875,1.2640625,1.2568359375,1.2490234375,1.241796875,1.2333984375,1.2232421875,1.2125,1.2009765625,1.18984375,1.1775390625,1.1671875,1.1537109375,1.140234375,1.125390625,1.10859375,1.091015625,1.0724609375,1.0533203125,1.031640625,1.009765625,0.986328125,0.960546875,0.931640625,0.9029296875,0.8681640625,0.830859375,0.793359375,0.748828125,0.69716796875,0.637109375,0.5673828125,0.47568359375,0.347607421875,0.0,0.34462890625,0.466015625,0.54541015625,0.61015625,0.659375,0.70146484375,0.7369140625,0.76650390625,0.79453125,0.8201171875,0.84375,0.8650390625,0.880859375,0.896875,0.9111328125,0.9248046875,0.9380859375,0.949609375,0.9609375,0.970703125,0.98046875,0.98828125,0.9951171875,1.002734375,1.010546875,1.017578125,1.0240234375,1.0296875,1.0353515625,1.040625,1.046875,1.0513671875,1.0560546875,1.060546875,1.0650390625,1.06953125,1.0744140625,1.0791015625,1.0841796875,1.090234375,1.09609375,1.1052734375
t_41,1.34296875,1.3423828125,1.34140625,1.337109375,1.33359375,1.3298828125,1.327734375,1.324609375,1.3208984375,1.31796875,1.3154296875,1.312890625,1.3111328125,1.308984375,1.3060546875,1.3037109375,1.301953125,1.2998046875,1.2966796875,1.29453125,1.290625,1.287109375,1.2814453125,1.2763671875,1.2708984375,1.2640625,1.25703125,1.25,1.2416015625,1.232421875,1.221484375,1.210546875,1.1998046875,1.187890625,1.1775390625,1.1646484375,1.1521484375,1.1380859375,1.121484375,1.1046875,1.0869140625,1.06953125,1.0486328125,1.028125,1.0056640625,0.98125,0.9546875,0.928515625,0.89609375,0.862109375,0.827734375,0.78779296875,0.74208984375,0.6908203125,0.6318359375,0.55966796875,0.4708984375,0.34462890625,0.0,0.342236328125,0.4583984375,0.54091796875,0.6017578125,0.6515625,0.6927734375,0.72705078125,0.75810546875,0.78671875,0.81220703125,0.8357421875,0.853125,0.870703125,0.8865234375,0.901171875,0.916015625,0.927734375,0.93984375,0.9505859375,0.9603515625,0.969140625,0.976171875,0.9845703125,0.99296875,1.0009765625,1.0076171875,1.0140625,1.019921875,1.02578125,1.03203125,1.0365234375,1.041796875,1.046484375,1.0513671875,1.05625,1.0611328125,1.0666015625,1.071484375,1.0775390625,1.084375,1.09375
t_40,1.3466796875,1.34609375,1.3451171875,1.3412109375,1.3376953125,1.333984375,1.33203125,1.329296875,1.3255859375,1.3232421875,1.3203125,1.3181640625,1.31640625,1.314453125,1.31171875,1.309375,1.3072265625,1.3056640625,1.302734375,1.30078125,1.296875,1.293359375,1.2880859375,1.283203125,1.2783203125,1.2712890625,1.2646484375,1.2578125,1.249609375,1.2404296875,1.2298828125,1.2189453125,1.209375,1.19765625,1.18828125,1.1755859375,1.163671875,1.150390625,1.134375,1.11796875,1.101953125,1.0849609375,1.0654296875,1.0453125,1.02421875,1.0005859375,0.97578125,0.9513671875,0.9220703125,0.8900390625,0.8578125,0.822265625,0.77998046875,0.73466796875,0.68505859375,0.62451171875,0.5564453125,0.466015625,0.342236328125,0.0,0.336083984375,0.45498046875,0.53466796875,0.59541015625,0.64404296875,0.68466796875,0.71982421875,0.7515625,0.77978515625,0.8048828125,0.8244140625,0.8431640625,0.8609375,0.876953125,0.8931640625,0.9060546875,0.919140625,0.93046875,0.9412109375,0.950390625,0.9583984375,0.966796875,0.9755859375,0.983984375,0.9908203125,0.99765625,1.00390625,1.0099609375,1.0166015625,1.0212890625,1.0267578125,1.0318359375,1.0373046875,1.0423828125,1.047265625,1.0525390625,1.0580078125,1.0640625,1.07109375,1.080859375
t_39,1.3474609375,1.346875,1.34609375,1.3423828125,1.3388671875,1.33515625,1.3333984375,1.330859375,1.3271484375,1.325,1.322265625,1.3203125,1.3185546875,1.316796875,1.3140625,1.312109375,1.31015625,1.3087890625,1.305859375,1.3041015625,1.3005859375,1.297265625,1.291796875,1.2873046875,1.282421875,1.2759765625,1.269140625,1.2625,1.2548828125,1.2455078125,1.2357421875,1.2251953125,1.215234375,1.2041015625,1.1955078125,1.1830078125,1.1716796875,1.1587890625,1.1431640625,1.1275390625,1.11171875,1.0955078125,1.0765625,1.0576171875,1.037109375,1.015625,0.9916015625,0.9689453125,0.940625,0.9107421875,0.8806640625,0.8484375,0.80966796875,0.768359375,0.72431640625,0.6720703125,0.6150390625,0.54541015625,0.4583984375,0.336083984375,0.0,0.33076171875,0.44833984375,0.52705078125,0.58623046875,0.634375,0.6751953125,0.7109375,0.74306640625,0.7703125,0.7921875,0.81279296875,0.8328125,0.8505859375,0.8677734375,0.8826171875,0.8970703125,0.9095703125,0.9205078125,0.930859375,0.9392578125,0.9484375,0.9576171875,0.96640625,0.973828125,0.9806640625,0.9875,0.994140625,1.0009765625,1.00625,1.0119140625,1.0171875,1.02265625,1.028125,1.03359375,1.0388671875,1.0451171875,1.0515625,1.0587890625,1.06875
t_38,1.3505859375,1.3498046875,1.34921875,1.3455078125,1.3421875,1.3388671875,1.3369140625,1.3341796875,1.330859375,1.3287109375,1.326171875,1.324609375,1.3228515625,1.32109375,1.3185546875,1.3162109375,1.31484375,1.3138671875,1.3109375,1.309375,1.3060546875,1.3029296875,1.2978515625,1.2939453125,1.2888671875,1.2826171875,1.2755859375,1.269140625,1.2615234375,1.252734375,1.2431640625,1.2330078125,1.2236328125,1.2130859375,1.2048828125,1.1927734375,1.18203125,1.169140625,1.1548828125,1.1400390625,1.124609375,1.109765625,1.0912109375,1.0728515625,1.053125,1.0322265625,1.009765625,0.9876953125,0.9615234375,0.933984375,0.90625,0.8755859375,0.8400390625,0.80224609375,0.7626953125,0.71806640625,0.66875,0.61015625,0.54091796875,0.45498046875,0.33076171875,0.0,0.32451171875,0.43818359375,0.516015625,0.57578125,0.623828125,0.6654296875,0.70146484375,0.7322265625,0.7564453125,0.7798828125,0.8015625,0.8203125,0.8390625,0.85546875,0.87109375,0.884765625,0.8962890625,0.907421875,0.916796875,0.9267578125,0.93671875,0.9466796875,0.9544921875,0.962109375,0.9693359375,0.9765625,0.98359375,0.98984375,0.995703125,1.0013671875,1.006640625,1.0126953125,1.01875,1.0244140625,1.03046875,1.037109375,1.044921875,1.0556640625
t_37,1.3544921875,1.3537109375,1.353125,1.3494140625,1.34609375,1.3427734375,1.341015625,1.33828125,1.3349609375,1.3330078125,1.3306640625,1.3291015625,1.32734375,1.3255859375,1.3234375,1.32109375,1.3197265625,1.3185546875,1.316015625,1.314453125,1.311328125,1.308203125,1.3033203125,1.29921875,1.2943359375,1.2884765625,1.281640625,1.275390625,1.2681640625,1.259765625,1.2505859375,1.240625,1.2314453125,1.2208984375,1.2126953125,1.201171875,1.191015625,1.1787109375,1.1646484375,1.1505859375,1.135546875,1.12109375,1.1033203125,1.0857421875,1.0666015625,1.046875,1.0251953125,1.00390625,0.9791015625,0.9521484375,0.926171875,0.8978515625,0.86484375,0.83046875,0.794140625,0.7537109375,0.70966796875,0.659375,0.6017578125,0.53466796875,0.44833984375,0.32451171875,0.0,0.3197265625,0.433203125,0.51005859375,0.5677734375,0.61728515625,0.65810546875,0.6935546875,0.72109375,0.746875,0.77060546875,0.7916015625,0.8119140625,0.829296875,0.846484375,0.8607421875,0.873046875,0.88515625,0.8953125,0.905859375,0.91640625,0.9265625,0.9349609375,0.943359375,0.951171875,0.95859375,0.96640625,0.97265625,0.979296875,0.9849609375,0.991015625,0.9974609375,1.003515625,1.009375,1.016015625,1.0228515625,1.0306640625,1.042578125
t_36,1.356640625,1.3556640625,1.3548828125,1.3513671875,1.348046875,1.3447265625,1.3431640625,1.340625,1.3375,1.33515625,1.3326171875,1.3310546875,1.3298828125,1.3283203125,1.32578125,1.3236328125,1.3220703125,1.321484375,1.319140625,1.3177734375,1.31484375,1.312109375,1.3072265625,1.3033203125,1.2986328125,1.2927734375,1.2865234375,1.2802734375,1.2734375,1.2654296875,1.2564453125,1.246875,1.237890625,1.2279296875,1.21953125,1.20859375,1.1986328125,1.18671875,1.1732421875,1.1599609375,1.1453125,1.130859375,1.1134765625,1.097265625,1.0787109375,1.059765625,1.038671875,1.018359375,0.9953125,0.9703125,0.9455078125,0.9185546875,0.8873046875,0.85546875,0.821875,0.78515625,0.74609375,0.70146484375,0.6515625,0.59541015625,0.52705078125,0.43818359375,0.3197265625,0.0,0.3150390625,0.42587890625,0.50166015625,0.56259765625,0.61005859375,0.65,0.68212890625,0.711328125,0.73828125,0.7607421875,0.78359375,0.80263671875,0.8208984375,0.836328125,0.8501953125,0.8630859375,0.8736328125,0.8849609375,0.89609375,0.907421875,0.91640625,0.925390625,0.93359375,0.941796875,0.9498046875,0.9568359375,0.963671875,0.9697265625,0.9759765625,0.9826171875,0.9890625,0.9953125,1.0021484375,1.009375,1.01796875,1.0294921875
t_35,1.3591796875,1.35859375,1.357421875,1.3537109375,1.3509765625,1.34765625,1.3458984375,1.3435546875,1.3404296875,1.33828125,1.3357421875,1.3341796875,1.3330078125,1.331640625,1.32890625,1.326953125,1.325390625,1.325,1.322265625,1.321484375,1.318359375,1.3154296875,1.311328125,1.3072265625,1.3029296875,1.297265625,1.291015625,1.2849609375,1.2787109375,1.270703125,1.2623046875,1.252734375,1.244140625,1.2341796875,1.2259765625,1.2150390625,1.20546875,1.19375,1.1810546875,1.1677734375,1.15390625,1.1400390625,1.1236328125,1.1078125,1.0904296875,1.0720703125,1.0521484375,1.0328125,1.0107421875,0.987109375,0.9634765625,0.93828125,0.908203125,0.878515625,0.8470703125,0.8130859375,0.77734375,0.7369140625,0.6927734375,0.64404296875,0.58623046875,0.516015625,0.433203125,0.3150390625,0.0,0.3091796875,0.41767578125,0.49541015625,0.55341796875,0.60166015625,0.63857421875,0.6720703125,0.70224609375,0.72685546875,0.7521484375,0.77373046875,0.79365234375,0.810546875,0.825390625,0.839453125,0.85078125,0.86328125,0.8751953125,0.8873046875,0.896875,0.906640625,0.9154296875,0.9240234375,0.9328125,0.9400390625,0.9470703125,0.95390625,0.960546875,0.9677734375,0.97421875,0.980859375,0.9880859375,0.9958984375,1.0044921875,1.016796875
t_34,1.3615234375,1.3607421875,1.3599609375,1.35625,1.353125,1.3501953125,1.3482421875,1.34609375,1.3431640625,1.341015625,1.3384765625,1.3369140625,1.335546875,1.334375,1.331640625,1.3294921875,1.3287109375,1.3279296875,1.3255859375,1.324609375,1.3216796875,1.3193359375,1.31484375,1.3109375,1.306640625,1.301171875,1.2955078125,1.2896484375,1.283203125,1.275390625,1.2673828125,1.2580078125,1.249609375,1.23984375,1.23203125,1.221875,1.2123046875,1.2005859375,1.18828125,1.17578125,1.1623046875,1.1490234375,1.13359375,1.11796875,1.1009765625,1.0833984375,1.064453125,1.0453125,1.023828125,1.0005859375,0.978125,0.9541015625,0.926171875,0.8978515625,0.868359375,0.83671875,0.8033203125,0.76650390625,0.72705078125,0.68466796875,0.634375,0.57578125,0.51005859375,0.42587890625,0.3091796875,0.0,0.30263671875,0.41357421875,0.48916015625,0.5470703125,0.5916015625,0.630859375,0.66484375,0.69228515625,0.7201171875,0.74423828125,0.765625,0.78369140625,0.8,0.8150390625,0.8279296875,0.8408203125,0.8541015625,0.8666015625,0.8771484375,0.8876953125,0.896875,0.905859375,0.91484375,0.9228515625,0.9302734375,0.9375,0.94453125,0.9521484375,0.9587890625,0.966015625,0.9732421875,0.98125,0.9904296875,1.003125
t_33,1.364453125,1.3638671875,1.362890625,1.3591796875,1.3560546875,1.353125,1.3517578125,1.34921875,1.346484375,1.3443359375,1.3419921875,1.3404296875,1.3392578125,1.3376953125,1.33515625,1.333203125,1.3322265625,1.33125,1.329296875,1.328515625,1.3255859375,1.323046875,1.3189453125,1.315234375,1.3115234375,1.3060546875,1.300390625,1.2947265625,1.2884765625,1.280859375,1.273046875,1.264453125,1.2556640625,1.246484375,1.2388671875,1.22890625,1.219921875,1.2083984375,1.19609375,1.183984375,1.17109375,1.1583984375,1.14296875,1.1283203125,1.1119140625,1.09453125,1.0759765625,1.0576171875,1.03671875,1.0146484375,0.993359375,0.97109375,0.9439453125,0.9171875,0.8896484375,0.8595703125,0.8283203125,0.79453125,0.75810546875,0.71982421875,0.6751953125,0.623828125,0.5677734375,0.50166015625,0.41767578125,0.30263671875,0.0,0.297412109375,0.406201171875,0.4802734375,0.5353515625,0.58203125,0.620703125,0.6529296875,0.68388671875,0.710546875,0.733984375,0.75390625,0.772265625,0.788671875,0.8025390625,0.81640625,0.8302734375,0.84375,0.8548828125,0.86640625,0.876171875,0.8857421875,0.895703125,0.9041015625,0.9119140625,0.9197265625,0.9271484375,0.9353515625,0.9423828125,0.9498046875,0.9572265625,0.9658203125,0.975390625,0.9890625
t_32,1.36640625,1.365625,1.3650390625,1.361328125,1.3583984375,1.35546875,1.35390625,1.3517578125,1.3490234375,1.346875,1.3447265625,1.34296875,1.34140625,1.340625,1.33828125,1.336328125,1.335546875,1.334375,1.3322265625,1.3318359375,1.3287109375,1.3265625,1.3224609375,1.3189453125,1.3150390625,1.309765625,1.304296875,1.298828125,1.29296875,1.2853515625,1.277734375,1.26953125,1.2609375,1.2521484375,1.2447265625,1.2349609375,1.2263671875,1.215234375,1.20390625,1.1919921875,1.1794921875,1.1671875,1.1521484375,1.137890625,1.1220703125,1.1052734375,1.0873046875,1.0697265625,1.049609375,1.0279296875,1.008203125,0.98671875,0.9611328125,0.9353515625,0.909375,0.880859375,0.8515625,0.8201171875,0.78671875,0.7515625,0.7109375,0.6654296875,0.61728515625,0.56259765625,0.49541015625,0.41357421875,0.297412109375,0.0,0.293310546875,0.399462890625,0.47109375,0.52783203125,0.5736328125,0.6107421875,0.6455078125,0.67529296875,0.7013671875,0.7232421875,0.743359375,0.76123046875,0.77666015625,0.791796875,0.80673828125,0.8208984375,0.8330078125,0.8451171875,0.85625,0.866015625,0.8763671875,0.8849609375,0.8935546875,0.9021484375,0.909765625,0.91796875,0.9255859375,0.93359375,0.9416015625,0.950390625,0.961328125,0.97578125
t_31,1.36875,1.36796875,1.3673828125,1.3638671875,1.3609375,1.3580078125,1.356640625,1.3546875,1.3521484375,1.3501953125,1.3482421875,1.3462890625,1.3453125,1.344140625,1.3419921875,1.340234375,1.3392578125,1.3384765625,1.3365234375,1.3357421875,1.3328125,1.3310546875,1.3271484375,1.3236328125,1.3201171875,1.315234375,1.3095703125,1.304296875,1.2984375,1.2912109375,1.28359375,1.2751953125,1.267578125,1.2587890625,1.2515625,1.2423828125,1.233984375,1.2234375,1.2123046875,1.20078125,1.1884765625,1.1759765625,1.16171875,1.1478515625,1.13203125,1.1162109375,1.09921875,1.0822265625,1.062890625,1.0419921875,1.02265625,1.0017578125,0.9771484375,0.9525390625,0.9275390625,0.90078125,0.8732421875,0.84375,0.81220703125,0.77978515625,0.74306640625,0.70146484375,0.65810546875,0.61005859375,0.55341796875,0.48916015625,0.406201171875,0.293310546875,0.0,0.288916015625,0.39091796875,0.4634765625,0.5201171875,0.56416015625,0.60400390625,0.63740234375,0.66630859375,0.690234375,0.71201171875,0.73193359375,0.7482421875,0.76474609375,0.78115234375,0.7962890625,0.809375,0.822265625,0.8337890625,0.8443359375,0.85546875,0.8646484375,0.8740234375,0.882421875,0.8908203125,0.899609375,0.9072265625,0.9158203125,0.9244140625,0.9337890625,0.94453125,0.9603515625
t_30,1.3708984375,1.3703125,1.3697265625,1.3662109375,1.3634765625,1.360546875,1.359375,1.3572265625,1.354296875,1.35234375,1.350390625,1.3484375,1.34765625,1.346484375,1.3443359375,1.3427734375,1.3416015625,1.341015625,1.339453125,1.3390625,1.336328125,1.3345703125,1.3310546875,1.3275390625,1.3236328125,1.31875,1.313671875,1.3083984375,1.3029296875,1.2955078125,1.28828125,1.280078125,1.272265625,1.2638671875,1.25703125,1.2478515625,1.2400390625,1.2298828125,1.21875,1.2076171875,1.195703125,1.183984375,1.1701171875,1.15625,1.1412109375,1.125390625,1.1087890625,1.0921875,1.0732421875,1.053125,1.034375,1.014453125,0.991015625,0.9681640625,0.9439453125,0.918359375,0.8927734375,0.8650390625,0.8357421875,0.8048828125,0.7703125,0.7322265625,0.6935546875,0.65,0.60166015625,0.5470703125,0.4802734375,0.399462890625,0.288916015625,0.0,0.281494140625,0.385205078125,0.45791015625,0.51171875,0.5580078125,0.5955078125,0.628125,0.65546875,0.6794921875,0.70166015625,0.71953125,0.73779296875,0.755078125,0.77158203125,0.7857421875,0.799609375,0.811328125,0.823046875,0.8349609375,0.84453125,0.854296875,0.8640625,0.87265625,0.8818359375,0.8904296875,0.899609375,0.90859375,0.9185546875,0.930078125,0.946484375
